Cruise,Station,Type,yyyy-mm-ddThh:mm,Latitude [degrees_north],Longitude [degrees_east],Bot. Depth [m],PRES [db],TEMP [deg C],PSAL [psu],DOXY [ml/l]
67BC,0516,B,2015-12-02T07:45,55.4413,18.9243,0089,50,8.4275,7.34538,7.04
67BC,0516,B,2015-12-02T07:45,55.4413,18.9243,0089,55,8.419,7.34766,
67BC,0516,B,2015-12-02T07:45,55.4413,18.9243,0089,60,5.888,7.98037,7.60
67BC,0516,B,2015-12-02T07:45,55.4413,18.9243,0089,65,5.3695,8.53342,
67BC,0516,B,2015-12-02T07:45,55.4413,18.9243,0089,70,5.5585,9.69831,3.23
67BC,0516,B,2015-12-02T07:45,55.4413,18.9243,0089,75,5.9375,10.74105,
67BC,0516,B,2015-12-02T07:45,55.4413,18.9243,0089,80,5.9963,10.98622,2.89
67BC,0516,B,2015-12-02T07:45,55.4413,18.9243,0089,85,6.2005,11.38354,
67BC,0516,B,2015-12-02T07:45,55.4413,18.9243,0089,88.39,6.2295,11.38873,2.32
67BC,0517,B,2015-12-02T11:46,55.6842,18.9362,0084,0,8.0225,7.18896,10.00
67BC,0517,B,2015-12-02T11:46,55.6842,18.9362,0084,5,8.0305,7.18759,
67BC,0517,B,2015-12-02T11:46,55.6842,18.9362,0084,10,8.0335,7.18733,7.35
67BC,0517,B,2015-12-02T11:46,55.6842,18.9362,0084,15,8.032,7.18708,
67BC,0517,B,2015-12-02T11:46,55.6842,18.9362,0084,20,8.035,7.18679,8.77
67BC,0517,B,2015-12-02T11:46,55.6842,18.9362,0084,25,8.0355,7.18707,
67BC,0517,B,2015-12-02T11:46,55.6842,18.9362,0084,30,8.0335,7.1868,7.47
67BC,0517,B,2015-12-02T11:46,55.6842,18.9362,0084,35,8.034,7.18703,
67BC,0517,B,2015-12-02T11:46,55.6842,18.9362,0084,40,8.0315,7.18697,8.30
67BC,0517,B,2015-12-02T11:46,55.6842,18.9362,0084,45,8.0313,7.18649,
67BC,0517,B,2015-12-02T11:46,55.6842,18.9362,0084,50,8.029,7.18820,7.04
67BC,0517,B,2015-12-02T11:46,55.6842,18.9362,0084,55,8.0285,7.18856,
67BC,0517,B,2015-12-02T11:46,55.6842,18.9362,0084,60,7.597,7.36250,7.00
67BC,0517,B,2015-12-02T11:46,55.6842,18.9362,0084,65,5.7785,8.14697,
67BC,0517,B,2015-12-02T11:46,55.6842,18.9362,0084,70,5.4945,9.49231,3.71
67BC,0517,B,2015-12-02T11:46,55.6842,18.9362,0084,75,5.904,10.81255,
67BC,0517,B,2015-12-02T11:46,55.6842,18.9362,0084,80,6.0485,11.14618,2.84
67BC,0517,B,2015-12-02T11:46,55.6842,18.9362,0084,83.89,6.068,11.19936,1.91
67BC,0518,B,2015-12-02T14:22,55.8583,18.7517,0110,0,7.894,7.16960,8.39
67BC,0518,B,2015-12-02T14:22,55.8583,18.7517,0110,5,7.8925,7.17027,
67BC,0518,B,2015-12-02T14:22,55.8583,18.7517,0110,10,7.892,7.17070,6.51
67BC,0518,B,2015-12-02T14:22,55.8583,18.7517,0110,15,7.8945,7.17056,
67BC,0518,B,2015-12-02T14:22,55.8583,18.7517,0110,20,7.894,7.17091,7.14
67BC,0518,B,2015-12-02T14:22,55.8583,18.7517,0110,25,7.8975,7.17055,
67BC,0518,B,2015-12-02T14:22,55.8583,18.7517,0110,30,7.8975,7.17088,6.81
67BC,0518,B,2015-12-02T14:22,55.8583,18.7517,0110,35,7.897,7.17044,
67BC,0518,B,2015-12-02T14:22,55.8583,18.7517,0110,40,7.877,7.18036,7.59
67BC,0518,B,2015-12-02T14:22,55.8583,18.7517,0110,45,7.776,7.26103,
67BC,0518,B,2015-12-02T14:22,55.8583,18.7517,0110,50,7.562,7.33556,4.86
67BC,0518,B,2015-12-02T14:22,55.8583,18.7517,0110,55,7.232,7.40961,
67BC,0518,B,2015-12-02T14:22,55.8583,18.7517,0110,60,6.5765,7.56653,2.93
67BC,0518,B,2015-12-02T14:22,55.8583,18.7517,0110,65,4.848,8.41075,
67BC,0518,B,2015-12-02T14:22,55.8583,18.7517,0110,70,4.943,8.96069,2.09
67BC,0518,B,2015-12-02T14:22,55.8583,18.7517,0110,75,5.0745,9.37409,
67BC,0518,B,2015-12-02T14:22,55.8583,18.7517,0110,80,5.3015,9.83447,2.79
67BC,0518,B,2015-12-02T14:22,55.8583,18.7517,0110,85,5.519,10.13833,
67BC,0518,B,2015-12-02T14:22,55.8583,18.7517,0110,90,5.899,10.90617,2.11
67BC,0518,B,2015-12-02T14:22,55.8583,18.7517,0110,95,6.0413,11.24390,
67BC,0518,B,2015-12-02T14:22,55.8583,18.7517,0110,100,6.1305,11.42047,2.84
67BC,0518,B,2015-12-02T14:22,55.8583,18.7517,0110,109.04,6.1725,11.49087,2.07
67BC,0519,B,2015-12-02T16:57,56.0667,19.1328,0120,0,7.7195,7.15166,7.21
67BC,0519,B,2015-12-02T16:57,56.0667,19.1328,0120,5,7.711,7.15243,
67BC,0519,B,2015-12-02T16:57,56.0667,19.1328,0120,10,7.711,7.15282,6.55
67BC,0519,B,2015-12-02T16:57,56.0667,19.1328,0120,15,7.711,7.15316,
67BC,0519,B,2015-12-02T16:57,56.0667,19.1328,0120,20,7.7105,7.15358,7.69
67BC,0519,B,2015-12-02T16:57,56.0667,19.1328,0120,25,7.7105,7.15387,
67BC,0519,B,2015-12-02T16:57,56.0667,19.1328,0120,30,7.708,7.15379,7.92
67BC,0519,B,2015-12-02T16:57,56.0667,19.1328,0120,35,7.7085,7.15399,
67BC,0519,B,2015-12-02T16:57,56.0667,19.1328,0120,40,7.708,7.15356,5.71
67BC,0519,B,2015-12-02T16:57,56.0667,19.1328,0120,45,7.7105,7.15350,
67BC,0519,B,2015-12-02T16:57,56.0667,19.1328,0120,50,7.7115,7.15435,7.67
67BC,0519,B,2015-12-02T16:57,56.0667,19.1328,0120,55,7.7135,7.15527,
67BC,0519,B,2015-12-02T16:57,56.0667,19.1328,0120,60,7.2685,7.36396,6.70
67BC,0519,B,2015-12-02T16:57,56.0667,19.1328,0120,65,5.436,7.99679,
67BC,0519,B,2015-12-02T16:57,56.0667,19.1328,0120,70,5.256,8.9759,3.49
67BC,0519,B,2015-12-02T16:57,56.0667,19.1328,0120,75,5.3955,9.63038,
67BC,0519,B,2015-12-02T16:57,56.0667,19.1328,0120,80,5.5675,10.29786,1.66
67BC,0519,B,2015-12-02T16:57,56.0667,19.1328,0120,85,5.8145,10.78449,
67BC,0519,B,2015-12-02T16:57,56.0667,19.1328,0120,90,5.901,10.96210,2.81
67BC,0519,B,2015-12-02T16:57,56.0667,19.1328,0120,95,5.999,11.16990,
67BC,0519,B,2015-12-02T16:57,56.0667,19.1328,0120,100,6.1185,11.39502,1.87
67BC,0519,B,2015-12-02T16:57,56.0667,19.1328,0120,119.21,6.1505,11.64065,2.20
67BC,0520,B,2015-12-02T20:14,56.1302,19.8518,0059,0,8.092,7.16812,7.63
67BC,0520,B,2015-12-02T20:14,56.1302,19.8518,0059,5,8.088,7.17133,
67BC,0520,B,2015-12-02T20:14,56.1302,19.8518,0059,10,8.0905,7.17196,6.92
67BC,0520,B,2015-12-02T20:14,56.1302,19.8518,0059,15,8.0895,7.17166,
67BC,0520,B,2015-12-02T20:14,56.1302,19.8518,0059,20,8.0905,7.17179,7.69
67BC,0520,B,2015-12-02T20:14,56.1302,19.8518,0059,25,8.091,7.17117,
67BC,0520,B,2015-12-02T20:14,56.1302,19.8518,0059,30,8.092,7.17126,8.07
67BC,0520,B,2015-12-02T20:14,56.1302,19.8518,0059,35,8.0905,7.17184,
67BC,0520,B,2015-12-02T20:14,56.1302,19.8518,0059,40,8.091,7.17123,8.00
67BC,0520,B,2015-12-02T20:14,56.1302,19.8518,0059,45,8.0935,7.17286,
67BC,0520,B,2015-12-02T20:14,56.1302,19.8518,0059,50,8.0935,7.17223,7.96
67BC,0520,B,2015-12-02T20:14,56.1302,19.8518,0059,55,8.094,7.17264,
67BC,0520,B,2015-12-02T20:14,56.1302,19.8518,0059,58.47,8.092,7.17257,7.38
67BC,0521,B,2015-12-03T09:21,56.1245,19.5702,0063,0,8.348,7.24646,7.78
67BC,0521,B,2015-12-03T09:21,56.1245,19.5702,0063,5,8.325,7.25344,
67BC,0521,B,2015-12-03T09:21,56.1245,19.5702,0063,10,8.3225,7.25336,7.39
67BC,0521,B,2015-12-03T09:21,56.1245,19.5702,0063,15,8.3215,7.25385,
67BC,0521,B,2015-12-03T09:21,56.1245,19.5702,0063,20,8.3215,7.25326,6.66
67BC,0521,B,2015-12-03T09:21,56.1245,19.5702,0063,25,8.3205,7.25386,
67BC,0521,B,2015-12-03T09:21,56.1245,19.5702,0063,30,8.32,7.25515,6.25
67BC,0521,B,2015-12-03T09:21,56.1245,19.5702,0063,35,8.32,7.25460,
67BC,0521,B,2015-12-03T09:21,56.1245,19.5702,0063,40,8.3195,7.25592,7.23
67BC,0521,B,2015-12-03T09:21,56.1245,19.5702,0063,45,8.3185,7.2583,
67BC,0521,B,2015-12-03T09:21,56.1245,19.5702,0063,50,7.402,7.60903,6.62
67BC,0521,B,2015-12-03T09:21,56.1245,19.5702,0063,55,6.7328,7.80354,
67BC,0521,B,2015-12-03T09:21,56.1245,19.5702,0063,60,6.4665,7.86109,5.51
67BC,0521,B,2015-12-03T09:21,56.1245,19.5702,0063,62.94,6.465,7.86193,6.12
67BC,0522,B,2015-12-03T11:40,56.2995,19.5247,0116,0,7.9655,7.15189,9.26
67BC,0522,B,2015-12-03T11:40,56.2995,19.5247,0116,5,7.957,7.15345,
67BC,0522,B,2015-12-03T11:40,56.2995,19.5247,0116,10,7.9545,7.15334,7.44
67BC,0522,B,2015-12-03T11:40,56.2995,19.5247,0116,15,7.9535,7.15314,
67BC,0522,B,2015-12-03T11:40,56.2995,19.5247,0116,20,7.9505,7.15485,7.30
67BC,0522,B,2015-12-03T11:40,56.2995,19.5247,0116,25,7.9355,7.16086,
67BC,0522,B,2015-12-03T11:40,56.2995,19.5247,0116,30,7.9265,7.16312,8.46
67BC,0522,B,2015-12-03T11:40,56.2995,19.5247,0116,35,7.9205,7.16467,
67BC,0522,B,2015-12-03T11:40,56.2995,19.5247,0116,40,7.914,7.16541,8.18
67BC,0522,B,2015-12-03T11:40,56.2995,19.5247,0116,45,7.91,7.16482,
67BC,0522,B,2015-12-03T11:40,56.2995,19.5247,0116,50,7.91,7.16600,7.28
67BC,0522,B,2015-12-03T11:40,56.2995,19.5247,0116,55,7.8975,7.20437,
67BC,0522,B,2015-12-03T11:40,56.2995,19.5247,0116,60,5.9005,8.20404,6.23
67BC,0522,B,2015-12-03T11:40,56.2995,19.5247,0116,65,5.3453,8.71593,
67BC,0522,B,2015-12-03T11:40,56.2995,19.5247,0116,70,5.364,8.99675,4.90
67BC,0522,B,2015-12-03T11:40,56.2995,19.5247,0116,75,5.4655,9.51151,
67BC,0522,B,2015-12-03T11:40,56.2995,19.5247,0116,80,5.7805,10.51440,3.58
67BC,0522,B,2015-12-03T11:40,56.2995,19.5247,0116,85,5.897,10.78782,
67BC,0522,B,2015-12-03T11:40,56.2995,19.5247,0116,90,5.965,10.94879,4.21
67BC,0522,B,2015-12-03T11:40,56.2995,19.5247,0116,95,6.073,11.20975,
67BC,0522,B,2015-12-03T11:40,56.2995,19.5247,0116,100,6.1085,11.38598,2.68
67BC,0522,B,2015-12-03T11:40,56.2995,19.5247,0116,115.38,6.1205,11.56803,1.82
67BC,0523,B,2015-12-03T13:57,56.3760,19.6968,0113,0,8.0485,7.14675,7.42
67BC,0523,B,2015-12-03T13:57,56.3760,19.6968,0113,5,8.041,7.14721,
67BC,0523,B,2015-12-03T13:57,56.3760,19.6968,0113,10,8.0405,7.14767,7.58
67BC,0523,B,2015-12-03T13:57,56.3760,19.6968,0113,15,8.0395,7.14729,
67BC,0523,B,2015-12-03T13:57,56.3760,19.6968,0113,20,8.039,7.14774,7.84
67BC,0523,B,2015-12-03T13:57,56.3760,19.6968,0113,25,8.039,7.14805,
67BC,0523,B,2015-12-03T13:57,56.3760,19.6968,0113,30,8.0393,7.14746,7.48
67BC,0523,B,2015-12-03T13:57,56.3760,19.6968,0113,35,8.039,7.14782,
67BC,0523,B,2015-12-03T13:57,56.3760,19.6968,0113,40,8.039,7.14818,7.82
67BC,0523,B,2015-12-03T13:57,56.3760,19.6968,0113,45,8.0285,7.15244,
67BC,0523,B,2015-12-03T13:57,56.3760,19.6968,0113,50,7.2938,7.33657,7.60
67BC,0523,B,2015-12-03T13:57,56.3760,19.6968,0113,55,5.538,7.80425,
67BC,0523,B,2015-12-03T13:57,56.3760,19.6968,0113,60,4.8775,8.64774,3.78
67BC,0523,B,2015-12-03T13:57,56.3760,19.6968,0113,65,4.9065,9.01535,
67BC,0523,B,2015-12-03T13:57,56.3760,19.6968,0113,70,4.9955,9.28157,1.51
67BC,0523,B,2015-12-03T13:57,56.3760,19.6968,0113,75,5.089,9.53321,
67BC,0523,B,2015-12-03T13:57,56.3760,19.6968,0113,80,5.2025,9.75375,1.06
67BC,0523,B,2015-12-03T13:57,56.3760,19.6968,0113,85,5.653,10.23713,
67BC,0523,B,2015-12-03T13:57,56.3760,19.6968,0113,90,5.9305,10.91538,2.38
67BC,0523,B,2015-12-03T13:57,56.3760,19.6968,0113,95,6.0055,11.02738,
67BC,0523,B,2015-12-03T13:57,56.3760,19.6968,0113,100,6.0183,11.13256,1.81
67BC,0523,B,2015-12-03T13:57,56.3760,19.6968,0113,112.90,6.102,11.53212,2.02
67BC,0524,B,2015-12-03T16:44,56.6987,19.8500,0155,0,7.7245,7.14420,7.60
67BC,0524,B,2015-12-03T16:44,56.6987,19.8500,0155,5,7.6995,7.14832,
67BC,0524,B,2015-12-03T16:44,56.6987,19.8500,0155,10,7.699,7.14788,
67BC,0524,B,2015-12-03T16:44,56.6987,19.8500,0155,15,7.699,7.14914,8.45
67BC,0524,B,2015-12-03T16:44,56.6987,19.8500,0155,20,7.699,7.14853,
67BC,0524,B,2015-12-03T16:44,56.6987,19.8500,0155,25,7.699,7.14888,
67BC,0524,B,2015-12-03T16:44,56.6987,19.8500,0155,30,7.699,7.14927,8.44
67BC,0524,B,2015-12-03T16:44,56.6987,19.8500,0155,35,7.699,7.14864,
67BC,0524,B,2015-12-03T16:44,56.6987,19.8500,0155,40,7.6995,7.14885,7.69
67BC,0524,B,2015-12-03T16:44,56.6987,19.8500,0155,45,7.7015,7.15060,
67BC,0524,B,2015-12-03T16:44,56.6987,19.8500,0155,50,7.703,7.15622,7.97
67BC,0524,B,2015-12-03T16:44,56.6987,19.8500,0155,55,7.6735,7.20575,
67BC,0524,B,2015-12-03T16:44,56.6987,19.8500,0155,60,7.5415,7.29056,6.42
67BC,0524,B,2015-12-03T16:44,56.6987,19.8500,0155,65,6.109,7.89405,
67BC,0524,B,2015-12-03T16:44,56.6987,19.8500,0155,70,5.4525,8.35288,5.24
67BC,0524,B,2015-12-03T16:44,56.6987,19.8500,0155,75,5.336,9.73991,
67BC,0524,B,2015-12-03T16:44,56.6987,19.8500,0155,80,5.58,10.18887,3.01
67BC,0524,B,2015-12-03T16:44,56.6987,19.8500,0155,85,5.728,10.57969,
67BC,0524,B,2015-12-03T16:44,56.6987,19.8500,0155,90,5.8585,10.82928,2.30
67BC,0524,B,2015-12-03T16:44,56.6987,19.8500,0155,95,5.878,10.88101,
67BC,0524,B,2015-12-03T16:44,56.6987,19.8500,0155,100,5.9545,11.04508,2.03
67BC,0524,B,2015-12-03T16:44,56.6987,19.8500,0155,120,6.1895,11.60401,
67BC,0524,B,2015-12-03T16:44,56.6987,19.8500,0155,140,6.447,12.25801,
67BC,0524,B,2015-12-03T16:44,56.6987,19.8500,0155,154.26,6.5015,12.26444,0.89
67BC,0525,B,2015-12-03T21:28,57.2993,20.0973,0240,0,7.9385,6.91321,7.55
67BC,0525,B,2015-12-03T21:28,57.2993,20.0973,0240,5,7.9303,6.93083,
67BC,0525,B,2015-12-03T21:28,57.2993,20.0973,0240,10,7.9655,6.95533,
67BC,0525,B,2015-12-03T21:28,57.2993,20.0973,0240,15,8.0195,6.95671,7.19
67BC,0525,B,2015-12-03T21:28,57.2993,20.0973,0240,20,8.0215,6.95750,
67BC,0525,B,2015-12-03T21:28,57.2993,20.0973,0240,25,8.0135,6.96042,
67BC,0525,B,2015-12-03T21:28,57.2993,20.0973,0240,30,8.1023,6.99838,7.32
67BC,0525,B,2015-12-03T21:28,57.2993,20.0973,0240,35,8.2375,7.03522,
67BC,0525,B,2015-12-03T21:28,57.2993,20.0973,0240,40,8.1745,7.03624,
67BC,0525,B,2015-12-03T21:28,57.2993,20.0973,0240,45,8.16,7.05138,7.53
67BC,0525,B,2015-12-03T21:28,57.2993,20.0973,0240,50,8.091,7.07842,
67BC,0525,B,2015-12-03T21:28,57.2993,20.0973,0240,55,7.923,7.09802,
67BC,0525,B,2015-12-03T21:28,57.2993,20.0973,0240,60,7.552,7.14369,6.87
67BC,0525,B,2015-12-03T21:28,57.2993,20.0973,0240,65,5.718,7.92643,
67BC,0525,B,2015-12-03T21:28,57.2993,20.0973,0240,70,4.948,8.86334,2.03
67BC,0525,B,2015-12-03T21:28,57.2993,20.0973,0240,75,5.056,9.37019,
67BC,0525,B,2015-12-03T21:28,57.2993,20.0973,0240,80,5.185,9.72358,1.42
67BC,0525,B,2015-12-03T21:28,57.2993,20.0973,0240,85,5.349,10.02571,
67BC,0525,B,2015-12-03T21:28,57.2993,20.0973,0240,90,5.5455,10.30776,1.72
67BC,0525,B,2015-12-03T21:28,57.2993,20.0973,0240,95,5.8073,10.68890,
67BC,0525,B,2015-12-03T21:28,57.2993,20.0973,0240,100,5.939,10.86257,0.85
67BC,0525,B,2015-12-03T21:28,57.2993,20.0973,0240,120,6.2818,11.63140,
67BC,0525,B,2015-12-03T21:28,57.2993,20.0973,0240,140,6.5655,12.20090,
67BC,0525,B,2015-12-03T21:28,57.2993,20.0973,0240,160,6.6995,12.41838,
67BC,0525,B,2015-12-03T21:28,57.2993,20.0973,0240,180,6.781,12.73542,
67BC,0525,B,2015-12-03T21:28,57.2993,20.0973,0240,200,6.858,12.99782,1.65
67BC,0525,B,2015-12-03T21:28,57.2993,20.0973,0240,225,6.8835,13.20714,
67BC,0525,B,2015-12-03T21:28,57.2993,20.0973,0240,239.49,6.8615,13.21980,0.59
67BC,0526,B,2015-12-08T06:48,57.4993,21.4305,0024,0,8.307,7.10934,8.45
67BC,0526,B,2015-12-08T06:48,57.4993,21.4305,0024,5,8.2855,7.12122,
67BC,0526,B,2015-12-08T06:48,57.4993,21.4305,0024,10,8.285,7.12382,7.70
67BC,0526,B,2015-12-08T06:48,57.4993,21.4305,0024,15,8.2785,7.12523,
67BC,0526,B,2015-12-08T06:48,57.4993,21.4305,0024,20,8.2825,7.12647,8.04
67BC,0526,B,2015-12-08T06:48,57.4993,21.4305,0024,23.82,8.278,7.12720,7.57
67BC,0527,B,2015-12-08T09:15,57.4115,21.2783,0055,0,8.5205,7.13377,7.36
67BC,0527,B,2015-12-08T09:15,57.4115,21.2783,0055,5,8.5105,7.13358,
67BC,0527,B,2015-12-08T09:15,57.4115,21.2783,0055,10,8.511,7.13379,8.19
67BC,0527,B,2015-12-08T09:15,57.4115,21.2783,0055,15,8.51,7.13359,
67BC,0527,B,2015-12-08T09:15,57.4115,21.2783,0055,20,8.512,7.13423,8.19
67BC,0527,B,2015-12-08T09:15,57.4115,21.2783,0055,25,8.5095,7.13417,
67BC,0527,B,2015-12-08T09:15,57.4115,21.2783,0055,30,8.5105,7.13702,7.61
67BC,0527,B,2015-12-08T09:15,57.4115,21.2783,0055,35,8.507,7.13801,
67BC,0527,B,2015-12-08T09:15,57.4115,21.2783,0055,40,8.498,7.14118,7.75
67BC,0527,B,2015-12-08T09:15,57.4115,21.2783,0055,45,8.4863,7.14115,
67BC,0527,B,2015-12-08T09:15,57.4115,21.2783,0055,50,8.422,7.14363,7.60
67BC,0527,B,2015-12-08T09:15,57.4115,21.2783,0055,54.74,8.391,7.14582,8.23
67BC,0528,B,2015-12-08T10:44,57.4673,21.0255,0061,0,8.7145,7.11014,7.83
67BC,0528,B,2015-12-08T10:44,57.4673,21.0255,0061,5,8.7155,7.11836,
67BC,0528,B,2015-12-08T10:44,57.4673,21.0255,0061,10,8.7165,7.12030,6.95
67BC,0528,B,2015-12-08T10:44,57.4673,21.0255,0061,15,8.7155,7.12172,
67BC,0528,B,2015-12-08T10:44,57.4673,21.0255,0061,20,8.7155,7.12298,7.23
67BC,0528,B,2015-12-08T10:44,57.4673,21.0255,0061,25,8.715,7.12333,
67BC,0528,B,2015-12-08T10:44,57.4673,21.0255,0061,30,8.7155,7.12360,7.23
67BC,0528,B,2015-12-08T10:44,57.4673,21.0255,0061,35,8.715,7.12407,
67BC,0528,B,2015-12-08T10:44,57.4673,21.0255,0061,40,8.7115,7.12438,7.33
67BC,0528,B,2015-12-08T10:44,57.4673,21.0255,0061,45,8.7135,7.12491,
67BC,0528,B,2015-12-08T10:44,57.4673,21.0255,0061,50,8.705,7.12462,5.77
67BC,0528,B,2015-12-08T10:44,57.4673,21.0255,0061,55,8.6965,7.12463,
67BC,0528,B,2015-12-08T10:44,57.4673,21.0255,0061,60,8.6915,7.12519,
67BC,0528,B,2015-12-08T10:44,57.4673,21.0255,0061,60.43,8.692,7.12519,7.53
67BC,0529,B,2015-12-08T12:10,57.3787,21.1158,0068,0,8.4125,7.08123,7.72
67BC,0529,B,2015-12-08T12:10,57.3787,21.1158,0068,5,8.4155,7.08801,
67BC,0529,B,2015-12-08T12:10,57.3787,21.1158,0068,10,8.4195,7.09009,7.03
67BC,0529,B,2015-12-08T12:10,57.3787,21.1158,0068,15,8.418,7.09254,
67BC,0529,B,2015-12-08T12:10,57.3787,21.1158,0068,20,8.4055,7.09356,7.24
67BC,0529,B,2015-12-08T12:10,57.3787,21.1158,0068,25,8.392,7.09391,
67BC,0529,B,2015-12-08T12:10,57.3787,21.1158,0068,30,8.3883,7.095,7.17
67BC,0529,B,2015-12-08T12:10,57.3787,21.1158,0068,35,8.383,7.09464,
67BC,0529,B,2015-12-08T12:10,57.3787,21.1158,0068,40,8.367,7.09457,6.38
67BC,0529,B,2015-12-08T12:10,57.3787,21.1158,0068,45,8.3645,7.09446,
67BC,0529,B,2015-12-08T12:10,57.3787,21.1158,0068,50,8.369,7.09566,7.39
67BC,0529,B,2015-12-08T12:10,57.3787,21.1158,0068,55,8.365,7.09504,
67BC,0529,B,2015-12-08T12:10,57.3787,21.1158,0068,60,8.3655,7.09527,7.65
67BC,0529,B,2015-12-08T12:10,57.3787,21.1158,0068,65,8.365,7.09574,
67BC,0529,B,2015-12-08T12:10,57.3787,21.1158,0068,67.02,8.3395,7.09649,7.92
67BC,0530,B,2015-12-08T13:11,57.3247,21.1092,0062,0,8.441,7.07065,8.10
67BC,0530,B,2015-12-08T13:11,57.3247,21.1092,0062,5,8.445,7.07679,
67BC,0530,B,2015-12-08T13:11,57.3247,21.1092,0062,10,8.444,7.07818,7.13
67BC,0530,B,2015-12-08T13:11,57.3247,21.1092,0062,15,8.4455,7.07899,
67BC,0530,B,2015-12-08T13:11,57.3247,21.1092,0062,20,8.4475,7.07999,8.86
67BC,0530,B,2015-12-08T13:11,57.3247,21.1092,0062,25,8.45,7.08133,
67BC,0530,B,2015-12-08T13:11,57.3247,21.1092,0062,30,8.452,7.08224,7.87
67BC,0530,B,2015-12-08T13:11,57.3247,21.1092,0062,35,8.5315,7.09702,
67BC,0530,B,2015-12-08T13:11,57.3247,21.1092,0062,40,8.632,7.11594,8.27
67BC,0530,B,2015-12-08T13:11,57.3247,21.1092,0062,45,8.6575,7.12336,
67BC,0530,B,2015-12-08T13:11,57.3247,21.1092,0062,50,8.67,7.12691,8.72
67BC,0530,B,2015-12-08T13:11,57.3247,21.1092,0062,55,8.6735,7.12831,
67BC,0530,B,2015-12-08T13:11,57.3247,21.1092,0062,60,8.6725,7.12792,
67BC,0530,B,2015-12-08T13:11,57.3247,21.1092,0062,61.30,8.6725,7.12786,8.03
67BC,0531,B,2015-12-08T14:23,57.2557,21.1358,0056,0,8.4165,7.05391,8.30
67BC,0531,B,2015-12-08T14:23,57.2557,21.1358,0056,5,8.4315,7.06203,
67BC,0531,B,2015-12-08T14:23,57.2557,21.1358,0056,10,8.437,7.06516,7.99
67BC,0531,B,2015-12-08T14:23,57.2557,21.1358,0056,15,8.4255,7.06486,
67BC,0531,B,2015-12-08T14:23,57.2557,21.1358,0056,20,8.4215,7.06511,7.35
67BC,0531,B,2015-12-08T14:23,57.2557,21.1358,0056,25,8.422,7.06539,
67BC,0531,B,2015-12-08T14:23,57.2557,21.1358,0056,30,8.4335,7.06847,8.35
67BC,0531,B,2015-12-08T14:23,57.2557,21.1358,0056,35,8.4365,7.07114,
67BC,0531,B,2015-12-08T14:23,57.2557,21.1358,0056,40,8.536,7.09117,7.74
67BC,0531,B,2015-12-08T14:23,57.2557,21.1358,0056,45,8.5705,7.10183,
67BC,0531,B,2015-12-08T14:23,57.2557,21.1358,0056,50,8.586,7.10858,9.02
67BC,0531,B,2015-12-08T14:23,57.2557,21.1358,0056,55,8.6285,7.12157,
67BC,0531,B,2015-12-08T14:23,57.2557,21.1358,0056,55.88,8.6285,7.12157,8.07
67BC,0532,B,2015-12-09T07:38,56.6402,20.7325,0041,0,7.9675,7.16767,7.18
67BC,0532,B,2015-12-09T07:38,56.6402,20.7325,0041,5,7.954,7.16680,
67BC,0532,B,2015-12-09T07:38,56.6402,20.7325,0041,10,7.953,7.16631,5.65
67BC,0532,B,2015-12-09T07:38,56.6402,20.7325,0041,15,7.9528,7.16589,
67BC,0532,B,2015-12-09T07:38,56.6402,20.7325,0041,20,7.956,7.16552,6.72
67BC,0532,B,2015-12-09T07:38,56.6402,20.7325,0041,25,7.951,7.16512,
67BC,0532,B,2015-12-09T07:38,56.6402,20.7325,0041,30,7.952,7.16523,7.35
67BC,0532,B,2015-12-09T07:38,56.6402,20.7325,0041,35,7.9505,7.16490,
67BC,0532,B,2015-12-09T07:38,56.6402,20.7325,0041,40,7.9505,7.16449,
67BC,0532,B,2015-12-09T07:38,56.6402,20.7325,0041,40.94,7.9515,7.16538,6.62
67BC,0533,B,2015-12-09T08:43,56.6545,20.7545,0039,0,7.9815,7.15814,6.24
67BC,0533,B,2015-12-09T08:43,56.6545,20.7545,0039,5,7.9775,7.16567,
67BC,0533,B,2015-12-09T08:43,56.6545,20.7545,0039,10,7.975,7.16654,7.67
67BC,0533,B,2015-12-09T08:43,56.6545,20.7545,0039,15,7.971,7.16672,
67BC,0533,B,2015-12-09T08:43,56.6545,20.7545,0039,20,7.9715,7.16698,7.75
67BC,0533,B,2015-12-09T08:43,56.6545,20.7545,0039,25,7.9715,7.16742,
67BC,0533,B,2015-12-09T08:43,56.6545,20.7545,0039,30,7.9705,7.16784,7.98
67BC,0533,B,2015-12-09T08:43,56.6545,20.7545,0039,35,7.9705,7.16813,
67BC,0533,B,2015-12-09T08:43,56.6545,20.7545,0039,38.96,7.977,7.16940,7.85
67BC,0534,B,2015-12-09T09:50,56.6803,20.7583,0041,0,8.0403,7.17833,5.50
67BC,0534,B,2015-12-09T09:50,56.6803,20.7583,0041,5,8.035,7.18033,
67BC,0534,B,2015-12-09T09:50,56.6803,20.7583,0041,10,8.034,7.18091,5.41
67BC,0534,B,2015-12-09T09:50,56.6803,20.7583,0041,15,8.034,7.18125,
67BC,0534,B,2015-12-09T09:50,56.6803,20.7583,0041,20,8.034,7.18153,5.84
67BC,0534,B,2015-12-09T09:50,56.6803,20.7583,0041,25,8.034,7.18186,
67BC,0534,B,2015-12-09T09:50,56.6803,20.7583,0041,30,8.034,7.18219,6.36
